Question,Answer
"4. Which statement is used to check the status of the event scheduler at runtime?
a) SHOW STATUS OF ‘event_scheduler’
b) SHOW VARIABLES OF ‘event_scheduler’
c) SHOW STATUS LIKE ‘event_scheduler’
d) SHOW VARIABLES LIKE ‘event_scheduler’
View Answer","Answer: d
Explanation: In MySQL, in order to check the status of the event scheduler at runtime, the statement: SHOW VARIABLES LIKE ‘event_scheduler’; is used. The event_scheduler is a system variable."
"5. Which value of event_scheduler enables checking status but not changing it at runtime?
a) ON
b) OFF
c) DISABLED
d) ENABLED
View Answer","Answer: c
Explanation: In MySQL, if the event_scheduler is set to ‘DISABLED’ at startup, its status cannot be changed but can be checked at runtime. The events can be created but they will not execute."
"6. If the scheduler is stopped, no events run.
a) True
b) False
View Answer","Answer: a
Explanation: In MySQL, if the event scheduler is stopped, no events are run. It is also possible to leave the scheduler running but disable the individual events. This can be done with ‘DISABLED’."
"7. Which log does the event scheduler log to?
a) error
b) record
c) library
d) update
View Answer","Answer: a
Explanation: In MySQL, the event scheduler writes to the error log of the server, which can be checked for information about what the scheduler is doing. It logs the events as it runs them."
"8. Which clause specifies periodic execution at fixed intervals?
a) EVERY
b) ALL
c) AT
d) ALTERNATE
View Answer","Answer: a
Explanation: The ‘EVERY n interval’ clause specifies the periodic execution at fixed intervals. The interval values are like those used for the DATE_ADD() function, such as HOUR, DAY or MONTH."
"9. To create or drop events for a database, which privilege should be granted?
a) CREATE
b) DROP
c) PRIVILEGE
d) EVENT
View Answer","Answer: d
Explanation: In MySQL, all events belong to some database, so the EVENT privilege must be granted for that database in order to both create or drop the events for it. An event is a stored program."
"10. The default definer of an event is the user who _______________
a) created the database
b) created the event
c) created the table
d) created the column
View Answer","Answer: b
Explanation: Unless the event has been altered, the default definer of an event is the user who created the event. In this case, the definer is the one who called the last ‘ALTER EVENT’ statement."
"1. The creation of a stored program is similar to the definition of a _______________
a) Trigger
b) Event
c) View
d) Table
View Answer","Answer: c
Explanation: When a stored program is created, an object is created that is to be executed later. This also the case when a view is defined: It sets up a SELECT statement intended for later invocation."
"2. When the security context enables carefully written stored programs to be set up that provide controlled access to tables for users, it is called __________
a) good
b) bad
c) illegal
d) fare
View Answer","Answer: a
Explanation: The security context is good if it enables carefully written stored programs to be set up that provide controlled access to tables for users who are not able to access them directly."
"3. When a user creates a stored program that accesses sensitive data but forgets that other people who can invoke the object have the same access, the security context is __________
a) good
b) bad
c) illegal
d) fare
View Answer","Answer: b
Explanation: The security context is bad if a user creates a stored program that accesses sensitive data but forgets that other people who can invoke the object have the same access to that data as its definer."
"4. Triggers and events are invoked automatically by the server.
a) True
b) False
View Answer","Answer: a
Explanation: The triggers and events are invoked automatically by the server, so the concept of invoking user is not applied. Thus, they have no SQL SECURITY characteristic and always execute with definer privileges."
"5. A stored procedure is invoked using the statement __________
a) INVOKE
b) SEE
c) CALL
d) RETURN
View Answer","Answer: c
Explanation: In MySQL, a stored procedure is invoked using the CALL statement. A stored procedure does not have a return value but can modify its parameters. It also returns some result sets."
"6. What produces result sets?
a) View
b) SELECT
c) Stored function
d) Trigger
View Answer","Answer: a
Explanation: In MySQL, views are the stored queries that when referenced produce a result set. A view acts as a virtual table. A stored procedure is also a component that can return result sets."
"7. Which privilege is enabled to create of alter a stored function?
a) SUPER
b) PRIOR
c) TOP
d) SUPERIOR
View Answer","Answer: a
Explanation: In order to create or alter a stored function, the SUPER privilege should be given in addition to the CREATE ROUTINE privilege that is normally required. Depending on the DEFINER value in the function definition SUPER might be required."
"8. The locking statements LOCK TABLES and UNLOCK TABLES are not permitted in stored routines.
a) True
b) False
View Answer","Answer: a
Explanation: In MySQL, the stored routines cannot contain arbitrary SQL statements. For example, the locking statements LOCK TABLES and UNLOCK TABLES are not permitted in the stored routines."
"9. How many of the following can be used in stored procedures?a) 0
b) 1
c) 2
d) 3
View Answer","Answer: d
Explanation: The SQL prepared statements, PREPARE, EXECUTE, DEALLOCATE PREPARE can be used in the stored procedures. They can however, not be stored in the stored functions or triggers."
"10. How many of the following can be used in stored functions?a) 0
b) 1
c) 2
d) 3
View Answer","Answer: a
Explanation: In MySQL, the SQL prepared statements: PREPARE, EXECUTE and DEALLOCATE PREPARE can be used in the stored procedures. They cannot be stored in stored functions or triggers."
"1. Using indexes optimizes query performance.
a) True
b) False
View Answer","Answer: a
Explanation: In MySQL, there are many techniques available for optimizing queries. Indexing is the most useful. Generally the one thing that makes the most difference is the proper use of indexes."
"2. The maximum number of indexes on MyISAM table is __________
a) 0
b) 1
c) 2
d) more than 1
View Answer","Answer: d
Explanation: In MySQL, for a MyISAM table, there can be more than one indexes. The data rows of the MyISAM table are stored in a data file and the index values are stored in a separate index file."
"3. The data rows of a MyISAM table are stored in __________
a) data file
b) index file
c) log file
d) error file
View Answer","Answer: a
Explanation: The data rows of the MyISAM table are stored in a data file and the index values are stored in a separate index file. In MySQL, for a MyISAM table, there can be more than one indexes."
"4. In a single table (with 10 columns) join query the number of values needed to examine per column is __________
a) 1
b) 10
c) 0
d) 2
View Answer","Answer: b
Explanation: For indexing in the context of performing joins, in a single table query, the number of values that are needed to be examined per column is the number of rows in the table."
"5. Suppose tbl_1 is a table consisting of 8 rows and tbl_2 is a table consisting of 6 rows, the number of combinations through which the search is performed is __________a) 14
b) 2
c) 1
d) 48
View Answer","Answer: d
Explanation: In MySQL, when the tables are unindexed, the searches are run through all the possible combinations. In this case, the search space is 8 x 6 = 48, the product of the number of rows."
"6. How many of the following shared tablespaces is bound by the OS file size limit?a) 0
b) 1
c) 2
d) 3
View Answer","Answer: b
Explanation: In MySQL, all the MyISAM tables shared tablespace files size if bound by the operating system file size limits. For InnoDB tables shared tablespaces, it is not bound by this factor."
"7. If a column contains 7 values and 6 distinct values, the cardinality is __________
a) 7
b) 6
c) 13
d) 1
View Answer","Answer: b
Explanation: In MySQL, the cardinality of a column is the number of distinct values that it contains. A column that contains the values 1, 2, 3, 4, 4, 5, 6 has a cardinality of six and not seven."
"8. For a table having 4 columns, the number of columns to which hash function is applied when using hash indexes is __________
a) 1
b) 2
c) 3
d) 4
View Answer","Answer: d
Explanation: In MySQL, for the hash indexes, a hash function is applied to each of the column values. The resulting hash values are stored in the index and used to perform lookups on it."
"9. The slow query log can be used to identify queries that may be performing badly.
a) True
b) False
View Answer","Answer: a
Explanation: In MySQL, the slow query log is used to identify queries that may be performing badly. This log can help find the queries that might benefit from indexing. The slow query log is written as text."
"10. The slow query log is written as __________
a) numbers
b) text
c) image
d) graph
View Answer","Answer: b
Explanation: In MySQL, the slow query log is written as text, so it is viewable with any file display program. The mysqldumpslow utility can also be used to summarize the contents of the same."
"1. To check how MySQL would execute a SELECT query, which statement is used?
a) TELL
b) SHOW
c) DISPLAY
d) EXPLAIN
View Answer","Answer: d
Explanation: In MySQL, by issuing an EXPLAIN statement MySQL displays some information about how it would execute a SELECT query without actually executing it. It is prefixed with the query."
"2. To perform analysis of key values by the server, the statement used is __________
a) ANALYZE KEYS
b) ANALYZE TABLE
c) PERFORM ANALYSIS
d) PERFORM TABLE ANALYSIS
View Answer","Answer: b
Explanation: In MySQL, for the MyISAM and InnoDB tables, the server can be told to perform an analysis of key values by issuing the ANALYZE TABLE statement. It helps in knowing about query optimization."
